Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
407,2.74,Long,F,Yes,24,Yes,No,No,No,No,Yes,No
408,7.35,Long,M,No,23,No,Yes,No,No,No,Yes,No
409,7.25,Long,M,No,49,Yes,No,No,No,No,No,No
410,2.82,Long,F,Yes,39,No,No,No,No,No,No,No
411,9.97,Long,F,No,20,No,No,No,No,Yes,No,No
412,3.35,Long,M,No,30,No,Yes,No,No,Yes,Yes,Yes
413,9.22,Short,F,No,55,No,No,No,No,No,Yes,No
414,7.81,Long,F,No,20,No,No,No,No,No,No,No
415,9.39,Long,F,Yes,35,Yes,No,Yes,No,No,No,No
416,4.02,Long,F,Yes,36,No,No,No,Yes,Yes,No,No
417,3.9,Medium,F,No,47,No,Yes,Yes,No,No,Yes,No
418,2.65,Long,F,No,32,No,No,No,No,No,No,No
419,8.94,Medium,M,Yes,43,No,No,No,No,Yes,No,No
420,4.3,Long,M,Yes,24,No,No,No,No,No,No,No
421,2.83,Short,F,Yes,52,No,Yes,No,No,Yes,Yes,No
422,6.86,Long,M,Yes,41,Yes,Yes,Yes,No,Yes,Yes,Yes
423,5.2,Long,F,No,54,No,Yes,No,No,No,Yes,No
424,6.15,Medium,F,No,43,Yes,Yes,No,No,Yes,Yes,No
425,2.87,Medium,F,Yes,34,No,No,No,No,No,No,No
426,4.34,Medium,M,Yes,26,No,No,No,No,No,Yes,No
427,7.03,Medium,F,Yes,34,No,Yes,No,No,No,Yes,No
428,2.3,Long,F,No,37,No,No,No,No,Yes,No,No
429,2.13,Medium,F,No,55,Yes,No,No,No,Yes,No,No
430,3.13,Long,M,Yes,55,No,Yes,No,No,Yes,No,No
431,4.76,Long,F,Yes,23,No,No,No,No,No,No,Yes
432,8.21,Medium,M,Yes,39,No,No,No,No,No,Yes,No
433,7.21,Medium,M,No,43,No,Yes,No,No,No,No,No
434,7.92,Long,F,Yes,37,Yes,Yes,Yes,Yes,No,Yes,Yes
435,7.26,Short,F,No,22,No,No,No,No,No,No,No
436,3.27,Medium,F,No,29,Yes,Yes,No,No,No,Yes,Yes
437,7.37,Long,M,No,25,Yes,Yes,Yes,Yes,No,Yes,Yes
438,6.59,Medium,F,No,41,No,No,No,No,No,No,No
439,9.42,Medium,M,No,45,Yes,No,No,No,Yes,No,No
440,5.96,Short,M,No,19,Yes,Yes,Yes,No,No,No,No
441,8.1,Medium,M,No,22,Yes,Yes,Yes,No,Yes,Yes,No
442,9.69,Short,M,Yes,19,No,No,Yes,No,No,Yes,No
443,5.97,Medium,F,No,37,No,No,No,No,No,Yes,No
444,6.45,Medium,M,No,27,No,No,No,No,No,Yes,No
445,3.63,Medium,M,Yes,27,No,Yes,No,No,Yes,No,Yes
446,6.58,Medium,M,No,55,Yes,No,No,No,No,No,No
447,8.09,Long,F,Yes,41,No,No,No,Yes,No,Yes,Yes
448,5.64,Short,M,Yes,50,No,No,Yes,No,No,No,No
449,8.39,Long,F,Yes,24,No,No,No,No,No,Yes,No
450,4.8,Medium,F,Yes,39,No,No,No,No,Yes,No,No
451,2.34,Long,F,Yes,19,No,No,No,No,Yes,No,No
452,5.71,Short,M,Yes,50,No,No,No,No,No,No,No
453,4.53,Short,F,Yes,20,Yes,Yes,Yes,No,No,Yes,No
454,4.46,Medium,F,No,29,Yes,No,No,No,Yes,No,No
455,6.57,Long,F,Yes,49,Yes,No,No,No,No,Yes,No
456,3.08,Long,F,Yes,26,Yes,No,No,Yes,No,No,No
457,2.54,Short,M,No,35,No,No,No,No,No,Yes,No
458,7.16,Long,M,No,46,No,No,No,No,No,Yes,No
459,3.59,Short,F,Yes,49,Yes,No,No,No,No,No,No
460,7.31,Medium,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,No
461,5.49,Long,F,No,45,Yes,No,No,No,No,No,Yes
462,3.74,Long,F,Yes,35,No,No,No,No,No,No,No
463,6.66,Short,F,Yes,22,No,Yes,No,No,No,Yes,No
464,4.19,Long,F,Yes,20,Yes,No,No,No,No,No,No
465,7.15,Short,M,No,29,Yes,Yes,Yes,No,Yes,No,Yes
466,9.37,Long,F,No,40,No,No,No,No,Yes,No,No
467,8.85,Long,F,Yes,35,Yes,No,Yes,No,No,Yes,No
468,2.61,Long,F,Yes,40,No,No,No,No,No,No,No
469,3.53,Short,F,No,19,No,No,No,No,No,No,No
470,2.78,Medium,F,Yes,47,No,No,No,No,Yes,No,No
471,4.83,Short,M,Yes,48,Yes,Yes,Yes,No,Yes,Yes,Yes
472,6.1,Long,F,No,48,No,Yes,No,No,No,Yes,No
473,5.63,Long,F,No,28,No,No,No,No,No,No,Yes
474,7.91,Medium,F,No,31,Yes,No,No,No,No,No,No
475,7.28,Medium,F,Yes,28,No,No,No,Yes,Yes,No,Yes
476,6.47,Long,M,Yes,42,Yes,No,No,No,Yes,No,No
477,4.95,Short,F,No,30,Yes,Yes,No,No,No,Yes,No
478,3.36,Long,F,Yes,36,No,No,No,No,No,Yes,No
479,5.88,Short,M,Yes,22,No,Yes,No,No,Yes,No,No
480,8.19,Short,F,Yes,28,No,No,No,No,No,No,Yes
481,4.82,Short,M,No,47,Yes,Yes,No,No,No,Yes,No
482,2.93,Long,M,No,22,No,No,No,No,No,No,Yes
483,8.85,Short,F,Yes,28,No,Yes,No,No,Yes,Yes,No
484,2.85,Medium,M,No,50,Yes,No,No,No,No,No,No
485,8.66,Long,M,No,49,No,No,No,No,No,No,No
486,4,Long,M,Yes,44,No,No,No,No,No,No,No
487,9.73,Short,M,Yes,49,Yes,No,No,No,No,No,No
488,8.49,Long,M,No,36,No,No,No,No,Yes,No,No
489,7.49,Medium,F,No,27,No,No,No,No,Yes,No,No
490,5.59,Medium,M,Yes,17,No,No,No,No,No,No,No
491,3.47,Medium,F,Yes,42,No,No,No,No,Yes,Yes,No
492,3.04,Medium,M,No,33,Yes,No,No,No,No,No,Yes
493,9.83,Medium,M,Yes,44,No,No,No,No,No,No,No
494,6.11,Short,F,No,38,No,No,No,Yes,No,No,Yes
495,4.73,Long,F,Yes,53,Yes,Yes,Yes,No,No,Yes,No
496,9.77,Medium,M,Yes,42,No,No,No,No,No,No,Yes
497,2.14,Long,F,Yes,24,No,Yes,No,No,Yes,Yes,No
498,2.14,Short,F,Yes,50,No,No,No,No,No,No,No
499,4.29,Medium,M,No,30,No,Yes,No,No,No,Yes,No
500,6.15,Short,M,Yes,42,No,No,Yes,No,No,Yes,No
501,3.33,Medium,F,No,27,No,No,No,No,Yes,No,No
502,3.87,Long,M,Yes,27,No,No,No,No,Yes,No,No
503,9.08,Short,F,No,53,Yes,No,Yes,No,No,Yes,No
504,8.42,Long,M,No,52,Yes,No,No,No,Yes,Yes,No
505,7.64,Long,M,No,31,No,No,No,No,Yes,No,No
506,4.03,Long,F,Yes,52,No,No,No,No,Yes,No,No
507,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
508,2.11,Long,F,No,32,Yes,Yes,No,No,No,Yes,No
509,9.2,Short,M,No,37,Yes,Yes,Yes,No,Yes,Yes,No
510,6.07,Medium,F,Yes,48,No,No,No,Yes,Yes,Yes,Yes
511,7.34,Medium,F,No,20,No,No,No,No,Yes,No,No
512,3.36,Short,M,No,17,Yes,No,No,No,No,No,No
513,6.56,Long,M,No,47,No,No,No,No,No,No,No
514,6.56,Medium,M,No,29,No,No,No,Yes,No,No,Yes
515,4.24,Short,M,No,49,Yes,Yes,Yes,No,No,Yes,No
516,8.69,Medium,F,Yes,34,No,Yes,Yes,No,No,No,No
517,4.49,Medium,F,No,28,Yes,No,Yes,No,No,No,No
518,6.57,Long,M,Yes,37,Yes,No,Yes,No,No,Yes,No
519,8.17,Medium,M,Yes,36,Yes,No,Yes,No,No,No,No
520,7.83,Medium,F,Yes,33,Yes,Yes,Yes,No,No,No,No
521,5.23,Long,M,Yes,25,Yes,Yes,No,No,Yes,Yes,No
522,3.17,Long,F,Yes,44,No,Yes,Yes,No,No,Yes,No
523,4.19,Long,M,Yes,22,No,No,No,No,No,Yes,No
524,6.49,Long,M,No,23,Yes,Yes,No,Yes,Yes,Yes,No
525,7.09,Long,F,No,52,No,No,No,No,No,No,No
526,9.07,Medium,M,No,35,Yes,No,Yes,Yes,No,Yes,No
527,3.56,Short,F,No,35,No,No,No,No,Yes,No,No
528,3.84,Medium,F,No,28,No,No,No,Yes,Yes,No,Yes
529,5.98,Medium,M,No,39,No,No,No,No,Yes,No,No
530,5.38,Medium,M,Yes,45,Yes,Yes,Yes,No,Yes,Yes,No
531,4.75,Medium,F,Yes,52,Yes,Yes,No,No,Yes,No,No
532,6.79,Long,F,Yes,44,Yes,No,No,No,Yes,No,No
533,10.07,Long,M,Yes,21,Yes,Yes,Yes,Yes,No,Yes,No
534,5.58,Medium,F,Yes,43,No,Yes,No,Yes,No,No,No
535,2.96,Long,M,Yes,45,No,No,No,No,No,No,Yes
536,3.82,Long,M,Yes,45,No,No,No,No,No,No,No
537,6.59,Long,F,No,18,No,No,No,No,No,No,Yes
538,2.61,Long,F,No,24,Yes,No,No,No,Yes,No,No
539,6.84,Long,M,No,45,No,Yes,No,No,Yes,Yes,No
540,2.67,Short,M,Yes,22,No,No,No,No,No,No,No
541,6.82,Short,F,No,44,Yes,No,No,No,No,No,Yes
542,6.53,Long,M,No,56,Yes,No,Yes,No,Yes,Yes,No
543,4.14,Short,M,No,39,No,No,No,No,Yes,No,No
544,4.16,Medium,F,No,43,No,No,No,No,No,No,No
545,3.77,Medium,M,No,19,No,No,No,No,Yes,No,No
546,4.55,Medium,M,Yes,50,Yes,No,No,No,No,No,No
547,4.97,Medium,F,No,29,No,No,No,No,No,No,No
548,8.79,Medium,F,No,36,No,No,No,No,Yes,No,No
549,9.43,Long,M,Yes,43,No,No,No,No,No,No,No
550,7.01,Medium,F,No,45,No,Yes,No,No,Yes,Yes,No
551,3.95,Long,M,Yes,41,Yes,No,No,No,No,No,No
552,6.83,Medium,M,Yes,40,Yes,Yes,No,No,No,Yes,No
553,3.16,Long,F,No,21,No,Yes,Yes,No,No,Yes,Yes
554,5.6,Long,F,No,50,No,No,No,No,No,No,No
555,9,Long,F,Yes,40,No,No,Yes,No,No,Yes,No
556,3.1,Medium,F,Yes,25,Yes,Yes,Yes,No,Yes,Yes,No
557,7.33,Medium,F,No,21,No,No,No,No,Yes,No,No
558,7.87,Medium,M,No,29,No,No,No,No,Yes,No,No
559,6.51,Long,M,Yes,37,No,No,No,No,Yes,No,Yes
560,6.9,Medium,F,Yes,43,No,No,No,No,No,Yes,No
561,4.18,Short,M,No,28,No,No,No,No,No,Yes,No
562,3.8,Medium,F,Yes,23,No,No,No,No,Yes,No,Yes
563,3.45,Short,F,No,54,No,No,No,No,Yes,No,No
564,5,Medium,F,No,32,Yes,Yes,Yes,No,No,Yes,No
565,6.04,Medium,F,Yes,49,No,No,No,No,Yes,No,No
566,7.6,Short,F,Yes,44,No,Yes,Yes,Yes,Yes,Yes,No
567,4.78,Medium,F,No,29,No,No,No,No,Yes,No,No
568,2.23,Short,F,Yes,48,No,No,No,No,Yes,No,No
569,7.14,Long,F,Yes,26,No,No,No,Yes,Yes,No,No
570,2.89,Medium,F,Yes,27,Yes,No,No,No,Yes,Yes,No
571,9.85,Short,F,No,25,No,No,No,Yes,Yes,No,No
572,4.55,Medium,M,No,46,No,No,No,No,No,No,No
573,6.56,Medium,F,No,33,Yes,No,No,No,Yes,Yes,No
574,3.19,Long,M,No,45,Yes,Yes,No,No,Yes,Yes,Yes
575,6.13,Long,M,Yes,53,Yes,No,Yes,No,No,Yes,No
576,2.19,Long,M,Yes,36,No,No,No,No,No,No,No
577,9.51,Short,M,No,48,No,No,No,No,No,No,No
578,2.29,Medium,F,No,23,Yes,Yes,No,No,No,No,No
579,7.58,Medium,F,No,55,No,No,No,Yes,Yes,No,No
580,4.16,Medium,M,Yes,18,Yes,No,No,No,Yes,Yes,No
581,8.57,Long,M,Yes,27,Yes,No,No,Yes,Yes,No,No
582,9.44,Short,F,No,30,Yes,No,No,No,No,No,No
583,6.44,Long,F,Yes,52,No,No,No,No,No,Yes,No
584,4.28,Short,M,No,50,No,Yes,No,No,No,Yes,No
585,6.42,Medium,M,Yes,29,No,No,Yes,No,Yes,Yes,No
586,3.17,Medium,F,No,27,No,No,No,Yes,Yes,No,No
587,2.61,Long,F,Yes,31,No,Yes,No,No,No,No,No
588,6.94,Medium,M,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes
589,2.43,Long,M,Yes,23,No,No,No,No,No,No,No
590,5.88,Long,M,Yes,25,No,No,No,No,No,No,No
591,8.83,Long,M,Yes,30,No,Yes,No,No,Yes,No,No
592,6.34,Medium,M,No,56,No,No,No,No,No,Yes,No
593,8.32,Long,F,Yes,24,No,No,No,No,No,No,No
594,6.01,Medium,M,Yes,36,Yes,Yes,Yes,No,Yes,Yes,No
595,9.49,Long,M,No,27,Yes,No,No,Yes,Yes,No,No
596,9.81,Short,F,No,51,No,Yes,No,Yes,No,Yes,No
597,10.14,Medium,M,Yes,48,Yes,Yes,Yes,No,No,Yes,No
598,6.48,Medium,M,No,52,No,No,No,No,No,No,Yes
599,8.33,Long,M,Yes,47,No,Yes,Yes,Yes,Yes,Yes,Yes
600,6.3,Short,M,No,35,Yes,No,Yes,No,Yes,Yes,No
601,10.06,Medium,M,Yes,30,Yes,No,No,No,Yes,Yes,No
602,5.21,Medium,M,Yes,52,Yes,Yes,No,No,No,Yes,No
603,5.99,Medium,F,No,29,No,No,No,No,No,No,No
604,8.55,Long,M,No,43,Yes,Yes,No,Yes,Yes,No,Yes
605,9.65,Short,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
606,6.56,Medium,M,No,55,No,Yes,No,No,No,Yes,No
607,5.52,Long,F,No,32,No,Yes,No,No,Yes,Yes,Yes
608,7.13,Short,M,No,37,No,Yes,No,Yes,No,No,No
609,8.02,Long,F,Yes,40,Yes,Yes,Yes,No,Yes,Yes,Yes
610,5.89,Medium,F,No,30,No,Yes,No,No,No,Yes,Yes
611,2.86,Short,M,No,46,Yes,No,No,No,No,Yes,No
612,7.18,Long,M,Yes,55,No,Yes,No,Yes,Yes,Yes,No
613,5.78,Long,M,Yes,30,No,No,No,No,No,Yes,No
614,7.82,Long,F,Yes,43,Yes,Yes,Yes,No,No,Yes,Yes
615,2.24,Long,M,No,24,No,No,No,Yes,Yes,No,Yes
616,4.32,Short,M,No,54,No,No,No,No,No,No,No
617,2.95,Long,F,Yes,54,No,No,No,No,No,No,No
618,3.45,Long,F,No,49,No,No,No,No,No,No,No
619,2.32,Short,F,Yes,30,No,No,No,No,No,Yes,No
620,9.06,Medium,M,Yes,29,Yes,No,No,No,No,No,No
621,2.3,Long,F,No,38,No,No,No,No,Yes,Yes,Yes
622,8.27,Medium,F,No,47,No,No,No,No,No,No,No
623,6.5,Medium,M,No,25,Yes,Yes,No,No,No,Yes,Yes
624,8.66,Short,M,No,48,No,Yes,No,No,No,Yes,No
625,5.07,Long,M,Yes,35,No,No,No,No,No,Yes,No
626,2.86,Long,F,No,44,No,No,No,No,No,No,No
627,6.89,Medium,F,No,37,Yes,No,No,Yes,No,No,No
628,4.12,Short,F,Yes,36,No,No,No,No,No,No,No
629,3.73,Medium,M,No,53,No,No,No,No,No,Yes,No
630,2.25,Long,M,Yes,38,Yes,Yes,Yes,No,No,Yes,No
631,9.28,Medium,M,No,46,No,No,Yes,Yes,Yes,No,No
632,6.69,Short,F,Yes,21,No,No,No,No,No,No,No
633,9.71,Long,M,Yes,29,Yes,Yes,Yes,No,Yes,Yes,No
634,8.51,Long,M,Yes,52,No,No,No,No,No,No,No
635,9.08,Medium,M,No,26,No,No,No,No,No,No,No
636,6.63,Short,F,No,36,No,Yes,No,No,No,No,No
637,3.43,Short,F,No,53,No,Yes,No,No,No,Yes,No
638,6.93,Medium,M,No,36,Yes,Yes,Yes,No,No,Yes,Yes
639,7.64,Medium,M,No,30,No,No,No,No,No,No,No
640,3.48,Long,F,No,51,Yes,Yes,No,No,Yes,Yes,Yes
641,7.29,Medium,M,No,39,No,No,No,No,Yes,No,No
642,4.38,Medium,M,No,30,Yes,Yes,Yes,No,No,Yes,No
643,5.33,Long,F,No,54,Yes,Yes,Yes,No,Yes,Yes,No
644,7.41,Long,M,Yes,50,No,No,No,No,Yes,No,No
645,6.43,Medium,M,No,26,No,Yes,No,No,No,Yes,Yes
646,8.83,Medium,M,No,30,No,No,No,No,No,No,No
647,3.14,Short,F,No,54,Yes,No,Yes,No,No,No,No
648,8.25,Short,F,Yes,27,No,Yes,Yes,No,No,Yes,No
649,2.04,Medium,M,No,40,No,Yes,No,No,No,No,No
650,6.34,Short,F,No,38,No,Yes,No,No,No,No,No
651,9.49,Short,M,No,47,No,No,No,No,Yes,No,Yes
652,5,Medium,F,Yes,19,No,Yes,Yes,Yes,No,Yes,No
653,7.32,Medium,F,Yes,28,No,No,No,No,No,No,No
654,6.44,Short,M,No,36,Yes,No,No,No,Yes,No,No
655,4.39,Long,M,No,32,Yes,Yes,No,No,No,Yes,No
656,6.6,Long,F,No,20,Yes,No,No,No,No,No,No
657,5.62,Medium,M,No,23,No,No,No,No,Yes,No,No
658,2.08,Short,F,Yes,49,Yes,Yes,No,No,Yes,No,No
659,4.57,Medium,F,No,48,No,Yes,Yes,Yes,No,Yes,No
660,6.83,Short,F,Yes,47,No,No,No,No,No,No,No
661,6.33,Medium,M,Yes,44,No,No,No,No,Yes,No,Yes
662,4.83,Short,F,No,40,Yes,No,No,No,No,No,No
663,6.42,Short,F,Yes,49,No,Yes,No,No,No,Yes,No
664,9.96,Medium,F,No,24,Yes,Yes,No,No,Yes,No,No
665,10.05,Long,F,Yes,21,No,No,No,No,No,No,No
666,5.23,Long,F,Yes,28,Yes,Yes,Yes,No,No,Yes,Yes
667,5.41,Long,F,Yes,53,No,No,No,No,Yes,No,No
668,7.04,Short,F,Yes,21,No,Yes,No,No,No,No,No
669,2.2,Medium,M,Yes,31,Yes,Yes,No,No,No,Yes,Yes
670,10.02,Long,M,Yes,22,No,Yes,Yes,No,No,Yes,Yes
671,5.09,Long,F,No,50,No,No,No,No,No,Yes,No
672,6.33,Short,F,Yes,20,Yes,Yes,Yes,No,No,Yes,Yes
673,3.74,Medium,M,No,32,No,No,No,Yes,No,No,No
674,5.32,Short,M,Yes,28,No,No,No,No,Yes,No,Yes
675,3.58,Medium,M,Yes,31,Yes,No,No,No,No,No,Yes
676,9.11,Medium,F,Yes,34,No,No,No,Yes,Yes,No,No
677,6.2,Medium,F,No,49,No,No,No,No,No,Yes,No
678,6.87,Short,F,Yes,50,Yes,Yes,Yes,No,No,Yes,No
679,5.65,Short,F,Yes,47,Yes,Yes,No,No,Yes,No,No
680,3.12,Medium,F,No,50,No,No,No,Yes,No,Yes,No
681,4.46,Long,M,Yes,26,Yes,No,No,No,No,Yes,No
682,2.41,Short,M,Yes,41,No,No,No,No,Yes,No,No
683,6.68,Medium,M,Yes,32,Yes,No,No,No,No,Yes,No
684,5.19,Short,M,Yes,27,Yes,No,Yes,No,No,No,No
685,2.2,Medium,M,Yes,45,No,No,No,No,No,No,No
686,7.8,Medium,F,Yes,38,No,No,No,No,No,No,No
687,2.48,Long,F,No,31,No,No,No,No,No,No,No
688,9.25,Medium,F,Yes,22,Yes,No,No,No,No,No,Yes
689,8.17,Long,M,Yes,44,No,No,No,No,No,No,No
690,6.3,Medium,F,Yes,41,No,No,No,No,No,No,No
691,2.85,Long,F,No,45,No,No,No,Yes,Yes,No,No
692,8.24,Medium,F,Yes,29,No,No,No,Yes,Yes,No,Yes
693,5.8,Medium,F,No,27,Yes,Yes,No,No,No,Yes,No
694,6.45,Short,F,Yes,55,No,No,No,No,No,No,No
695,3.04,Long,M,Yes,26,No,No,No,No,Yes,Yes,No
696,9.24,Short,M,No,34,No,No,No,No,No,No,No
697,4.46,Medium,M,No,43,No,No,No,No,No,No,Yes
698,6.45,Long,M,No,20,No,No,No,No,No,No,Yes
699,8.04,Long,F,Yes,38,Yes,No,Yes,No,Yes,No,No
700,2.32,Medium,M,Yes,29,Yes,Yes,Yes,No,No,Yes,No
701,2.03,Short,M,Yes,23,No,No,No,No,Yes,No,No
702,10.01,Medium,M,Yes,27,Yes,Yes,No,Yes,Yes,Yes,No
703,6.94,Short,F,Yes,54,No,No,No,No,No,No,No
704,8.98,Short,F,Yes,42,No,No,No,No,No,No,No
705,3.75,Long,F,Yes,44,No,No,No,No,No,No,No
706,8.01,Medium,F,No,37,No,No,No,Yes,Yes,No,Yes
707,3.8,Medium,M,Yes,22,No,No,No,No,No,No,No
708,8.93,Short,F,No,33,Yes,No,Yes,No,No,Yes,No
709,7.23,Short,F,Yes,29,Yes,Yes,No,No,Yes,Yes,No
710,2.24,Medium,F,No,18,Yes,No,No,No,No,No,No
711,2.99,Medium,F,Yes,27,No,No,No,No,No,No,No
712,4.65,Long,F,Yes,49,Yes,Yes,No,No,No,Yes,No
713,4.96,Medium,F,No,36,No,No,No,No,Yes,No,No
714,8.66,Long,F,No,19,No,Yes,No,No,Yes,Yes,No
715,2.2,Medium,F,No,29,Yes,No,Yes,No,Yes,Yes,No
716,7.29,Long,M,Yes,51,Yes,No,No,No,No,Yes,No
717,8.58,Medium,F,No,43,Yes,Yes,No,No,No,No,No
718,9.11,Long,F,No,40,Yes,No,No,No,No,Yes,No
719,2.92,Medium,M,No,50,Yes,No,No,No,No,Yes,No
720,8.03,Long,F,No,39,Yes,Yes,Yes,No,No,Yes,No
721,7.75,Short,M,No,24,No,No,No,Yes,Yes,No,No
722,3.39,Long,F,No,49,Yes,No,No,No,Yes,No,No
723,6.19,Medium,F,Yes,28,No,No,No,No,No,No,No
724,8.32,Medium,F,No,45,No,No,No,No,No,Yes,No
725,6.39,Short,M,Yes,31,No,Yes,No,No,No,No,No
726,3.87,Medium,M,No,31,No,No,No,No,No,No,No
727,9.04,Long,F,No,47,No,No,No,No,No,No,No
728,9.37,Long,M,Yes,46,Yes,Yes,Yes,No,Yes,Yes,No
729,3.22,Long,F,Yes,28,Yes,Yes,Yes,No,No,Yes,Yes
730,7.22,Long,F,Yes,50,No,No,No,No,Yes,No,No
731,8.26,Medium,F,Yes,36,Yes,No,No,No,No,No,No
732,9.46,Medium,F,Yes,31,No,No,No,No,No,No,No
733,8.65,Medium,F,No,36,Yes,No,Yes,Yes,No,Yes,Yes
734,5.13,Short,M,Yes,25,Yes,No,No,No,No,No,No
735,7.55,Long,M,Yes,51,No,Yes,Yes,No,No,No,No
736,6.37,Long,F,Yes,27,No,No,No,No,No,No,No
737,4,Medium,M,No,34,Yes,No,No,No,No,No,Yes
738,8.68,Medium,F,No,18,Yes,No,No,No,No,No,No
739,6.57,Medium,F,No,32,No,Yes,No,No,No,No,No
740,9.19,Long,F,No,30,No,No,No,No,No,No,No
741,6.98,Long,M,Yes,36,Yes,No,No,No,No,Yes,No
742,3.49,Medium,F,No,37,No,No,No,No,Yes,Yes,Yes
743,9.88,Long,M,Yes,23,No,Yes,No,No,Yes,Yes,No
744,4.52,Long,M,No,22,Yes,No,No,No,No,No,Yes
745,2.43,Short,M,No,45,No,No,No,No,No,Yes,No
746,5.28,Long,M,No,28,No,No,No,No,Yes,No,Yes
747,9.53,Short,M,No,33,Yes,No,No,Yes,Yes,No,Yes
748,3.86,Long,F,Yes,36,No,No,No,No,Yes,No,Yes
749,5,Long,M,No,56,Yes,No,No,No,Yes,No,No
750,3.18,Short,M,No,35,No,No,No,No,No,No,No
751,6.86,Medium,F,No,45,No,No,No,No,No,No,No
752,3.48,Medium,M,No,47,Yes,No,Yes,No,Yes,Yes,No
753,6.86,Short,F,No,41,No,No,No,No,No,Yes,Yes
754,9.6,Medium,F,No,43,No,No,No,No,Yes,No,Yes
755,9.96,Medium,M,No,32,No,No,No,No,No,Yes,No
756,4.57,Short,M,No,43,No,No,No,No,Yes,Yes,No
757,8.08,Medium,M,No,39,Yes,No,Yes,No,No,No,No
758,5.27,Short,F,No,22,No,No,No,No,No,No,No
759,6.42,Short,F,Yes,51,No,No,No,No,No,Yes,No
760,5.97,Medium,F,Yes,45,Yes,No,Yes,No,Yes,Yes,No
761,8.08,Medium,F,No,36,Yes,No,No,No,No,Yes,No
762,8.84,Medium,F,No,32,Yes,No,No,No,Yes,No,Yes
763,2.13,Short,F,No,44,Yes,No,No,No,No,Yes,No
764,3.84,Long,F,Yes,41,No,No,No,No,No,No,No
765,6.16,Long,F,No,52,No,Yes,Yes,Yes,Yes,Yes,Yes
766,5.04,Medium,F,No,20,No,No,Yes,No,No,No,No
767,7.23,Short,F,No,20,Yes,No,No,No,No,No,No
768,3.89,Medium,M,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes
769,8.98,Medium,F,Yes,30,Yes,Yes,No,Yes,Yes,No,Yes
770,3.99,Long,F,Yes,43,No,No,No,No,No,No,No
771,4.65,Long,F,Yes,28,No,No,No,No,No,No,No
772,8.14,Long,F,Yes,40,No,No,Yes,No,Yes,No,Yes
773,3.21,Short,F,Yes,27,No,No,No,No,Yes,No,No
774,2.77,Long,M,No,31,No,No,No,No,Yes,No,No
775,7.19,Short,M,No,41,No,No,No,No,No,Yes,No
776,9.97,Long,M,Yes,46,Yes,Yes,No,No,No,Yes,No
777,5.3,Long,M,No,22,No,No,No,No,No,No,No
778,3.09,Long,M,Yes,27,No,No,No,No,Yes,No,No
779,2.26,Long,M,No,27,Yes,No,No,No,No,Yes,No
780,8.16,Long,M,Yes,34,No,No,No,No,No,No,No
781,3.65,Long,M,Yes,29,No,No,No,No,No,Yes,No
782,7.73,Long,F,Yes,23,No,No,No,No,No,No,No
783,3.89,Long,F,Yes,35,No,No,No,No,No,Yes,No
784,7.65,Medium,M,No,53,No,No,No,No,No,Yes,No
785,9.18,Long,M,No,50,No,No,No,No,No,No,Yes
786,5.05,Short,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,Yes
787,7.99,Medium,F,No,28,No,No,Yes,No,No,Yes,Yes
788,7.02,Short,F,No,32,Yes,No,No,Yes,No,No,Yes
789,7.14,Short,M,No,35,No,No,No,Yes,No,No,No
790,10,Short,F,No,31,Yes,No,No,No,Yes,Yes,No
791,6.42,Medium,M,Yes,43,Yes,Yes,No,No,No,No,Yes
792,3.47,Short,F,Yes,52,Yes,No,No,No,No,Yes,No
793,5.57,Short,F,Yes,49,No,No,No,No,No,No,No
794,8.75,Long,F,No,30,Yes,No,No,Yes,No,No,Yes
795,6.83,Short,M,No,26,No,No,No,No,Yes,No,No
796,4.7,Short,F,Yes,23,No,No,No,No,No,No,No
797,10.03,Medium,F,No,25,Yes,No,No,No,Yes,No,No
798,8.57,Medium,F,No,20,No,No,No,No,Yes,No,Yes
799,8.42,Long,M,No,25,No,No,No,No,No,Yes,No
800,4.45,Short,M,Yes,25,Yes,No,No,No,Yes,No,No
801,5.21,Medium,M,Yes,48,Yes,No,Yes,No,Yes,Yes,No
802,6.41,Short,F,Yes,43,Yes,Yes,Yes,No,No,Yes,No
803,5.01,Medium,F,Yes,42,No,No,No,No,No,No,No
804,7.37,Long,F,Yes,51,No,Yes,Yes,No,No,No,No
805,5.58,Long,M,No,42,Yes,No,No,No,No,No,No
806,5.29,Long,F,No,32,Yes,Yes,No,No,Yes,Yes,No
807,2.69,Medium,F,No,40,No,No,No,No,No,No,No
808,9.41,Long,F,Yes,49,No,No,No,No,No,No,No
809,8.17,Medium,F,No,28,No,Yes,No,Yes,No,Yes,Yes
810,7.52,Medium,F,No,51,No,No,Yes,Yes,No,Yes,No
811,4.46,Long,F,No,53,No,No,No,No,No,No,Yes
812,10.04,Medium,M,Yes,28,No,No,No,No,No,Yes,No
