Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
411,9.43,Long,M,No,27,No,No,No,Yes,Yes,No,No
412,3.23,Medium,M,Yes,38,No,No,No,No,No,No,Yes
413,3.63,Medium,M,No,43,Yes,No,No,No,No,No,No
414,7.01,Medium,F,No,45,No,Yes,No,No,Yes,Yes,No
415,3.02,Medium,M,Yes,24,No,No,No,No,No,No,No
416,6.4,Short,M,Yes,33,No,No,No,No,No,No,No
417,5.46,Short,F,Yes,29,No,No,No,No,No,No,No
418,6.83,Short,F,Yes,47,No,No,No,No,No,No,No
419,6.05,Long,M,Yes,38,No,No,No,No,No,Yes,No
420,4.19,Medium,F,No,43,No,No,No,No,Yes,No,No
421,5.44,Medium,M,Yes,42,No,Yes,No,Yes,No,Yes,No
422,7.4,Medium,F,Yes,49,No,Yes,No,No,Yes,Yes,No
423,4.68,Short,F,No,45,No,No,No,No,No,No,No
424,7.91,Medium,F,No,31,Yes,No,No,No,No,No,No
425,9.55,Short,M,Yes,45,No,No,No,No,Yes,No,Yes
426,3.5,Short,F,No,36,No,No,No,No,No,No,No
427,6.12,Long,F,No,47,No,No,No,No,Yes,No,No
428,5.22,Medium,F,Yes,34,Yes,No,No,No,No,No,No
429,7.28,Long,M,No,33,No,Yes,No,No,Yes,Yes,No
430,7.67,Long,F,Yes,32,No,No,No,No,No,No,No
431,4.12,Long,M,Yes,21,No,No,No,No,No,No,No
432,6.86,Short,F,No,41,No,No,No,No,No,Yes,Yes
433,7.54,Long,F,No,54,No,No,No,Yes,Yes,No,No
434,7.08,Long,F,Yes,36,Yes,Yes,No,No,No,Yes,No
435,8.2,Medium,F,No,23,Yes,No,No,Yes,Yes,No,Yes
436,4.8,Short,M,Yes,49,Yes,Yes,Yes,No,No,Yes,Yes
437,4.51,Medium,M,Yes,24,Yes,No,Yes,No,No,Yes,No
438,3.36,Medium,F,No,51,No,No,No,No,Yes,No,No
439,8.11,Long,F,No,37,No,No,No,No,No,Yes,No
440,4.85,Medium,M,No,56,No,Yes,No,No,No,Yes,No
441,7.57,Long,M,Yes,29,No,No,No,No,Yes,No,No
442,5.39,Long,M,Yes,35,Yes,No,No,Yes,Yes,No,No
443,5.43,Medium,M,Yes,49,Yes,Yes,No,Yes,Yes,Yes,No
444,5.83,Medium,M,Yes,30,No,No,No,No,No,No,No
445,8.21,Medium,M,Yes,39,No,No,No,No,No,Yes,No
446,9.24,Short,M,No,34,No,No,No,No,No,No,No
447,7.9,Medium,M,Yes,37,Yes,No,Yes,No,Yes,Yes,No
448,6.57,Long,M,No,19,Yes,No,No,No,No,Yes,No
449,8.8,Long,M,No,52,Yes,No,No,No,No,Yes,No
450,2.16,Long,F,No,43,No,No,No,No,Yes,No,No
451,3.43,Long,F,No,19,No,No,No,No,No,Yes,No
452,9.16,Long,F,Yes,40,Yes,No,No,No,No,No,No
453,7.65,Medium,F,Yes,40,No,No,No,No,Yes,No,No
454,3.08,Long,M,Yes,39,No,No,No,No,No,Yes,No
455,7.44,Long,F,No,26,Yes,No,No,No,No,Yes,No
456,5.86,Long,F,Yes,56,No,No,No,No,No,No,No
457,5.54,Long,M,Yes,27,Yes,Yes,Yes,No,No,Yes,No
458,9.32,Medium,M,Yes,51,No,Yes,Yes,Yes,No,Yes,No
459,7.17,Short,M,No,52,Yes,Yes,No,Yes,Yes,No,No
460,3.6,Medium,M,No,52,Yes,No,Yes,No,Yes,Yes,No
461,6.95,Long,F,No,50,No,Yes,Yes,No,Yes,Yes,No
462,8.53,Long,M,No,38,No,No,No,No,Yes,Yes,No
463,6.21,Medium,F,Yes,24,No,No,No,No,No,No,No
464,3.12,Long,M,Yes,36,No,No,No,No,Yes,No,No
465,8.31,Long,F,No,49,Yes,No,No,No,No,No,No
466,4.83,Short,F,No,43,Yes,Yes,No,No,No,Yes,No
467,8.37,Long,F,No,22,No,Yes,No,No,No,Yes,No
468,8.87,Long,F,Yes,26,No,No,No,No,No,No,No
469,6.25,Medium,M,Yes,44,Yes,No,No,No,No,No,No
470,5.07,Long,M,Yes,29,No,No,No,No,Yes,Yes,No
471,5.4,Short,M,Yes,26,Yes,No,Yes,No,No,Yes,No
472,2.48,Long,F,No,33,Yes,Yes,Yes,No,No,Yes,No
473,8.75,Long,F,Yes,29,Yes,No,No,No,No,No,No
474,9.05,Medium,F,Yes,38,Yes,Yes,Yes,No,No,Yes,No
475,2.04,Medium,M,No,40,No,Yes,No,No,No,No,No
476,2.44,Medium,M,No,20,Yes,No,Yes,No,No,No,No
477,7.51,Long,M,Yes,31,Yes,No,No,No,No,No,No
478,2.48,Long,F,No,45,Yes,Yes,No,No,No,Yes,No
479,7.11,Short,F,No,51,No,Yes,Yes,No,Yes,Yes,No
480,8.44,Long,M,Yes,55,No,Yes,No,No,Yes,Yes,No
481,9.36,Long,M,No,42,No,No,No,No,No,No,No
482,3.08,Long,M,Yes,29,Yes,Yes,No,No,No,Yes,No
483,5.06,Medium,M,Yes,46,Yes,Yes,No,No,No,Yes,Yes
484,7.42,Medium,F,Yes,44,No,No,No,No,No,No,No
485,7.66,Long,F,No,17,No,No,No,No,No,Yes,No
486,4.03,Medium,M,No,47,Yes,No,No,No,No,Yes,No
487,7.13,Short,M,No,37,No,Yes,No,Yes,No,No,No
488,2.28,Medium,M,No,50,No,No,No,Yes,Yes,No,No
489,2.98,Long,F,Yes,56,No,No,No,No,No,No,No
490,6.08,Medium,M,No,51,No,Yes,No,No,No,Yes,No
491,9.37,Long,M,Yes,46,Yes,Yes,Yes,No,Yes,Yes,No
492,2.21,Short,F,Yes,27,No,No,No,Yes,Yes,No,No
493,3.54,Medium,F,No,40,No,No,No,No,No,Yes,No
494,7.43,Long,F,No,56,No,No,No,No,No,Yes,No
495,7.53,Short,M,No,45,Yes,No,No,No,No,No,No
496,6.48,Long,M,No,21,Yes,Yes,No,No,No,Yes,No
497,4.56,Short,M,Yes,48,Yes,Yes,No,No,No,Yes,No
498,4.43,Short,M,No,46,No,No,No,No,No,Yes,No
499,2.35,Medium,M,No,32,No,Yes,Yes,No,No,Yes,No
500,4.03,Long,F,Yes,52,No,No,No,No,Yes,No,No
501,4.78,Medium,F,Yes,50,Yes,Yes,No,No,No,Yes,No
502,9.48,Long,F,Yes,49,No,No,No,No,No,No,No
503,4.61,Medium,M,No,23,No,Yes,No,No,No,Yes,No
504,7.57,Short,F,No,56,No,No,No,No,No,No,No
505,2.13,Short,F,Yes,47,No,No,No,No,Yes,Yes,No
506,2.54,Long,M,Yes,47,No,No,No,No,No,No,No
507,5.51,Medium,F,Yes,50,No,No,No,Yes,Yes,Yes,No
508,3.36,Long,F,Yes,36,No,No,No,No,No,Yes,No
509,4.13,Long,M,Yes,19,No,No,No,No,No,Yes,No
510,8.66,Long,F,No,19,No,Yes,No,No,Yes,Yes,No
511,2.74,Short,F,Yes,51,No,No,No,No,No,No,Yes
512,4.44,Short,M,No,51,Yes,No,No,No,No,Yes,No
513,4.12,Short,F,Yes,36,No,No,No,No,No,No,No
514,2.92,Medium,M,No,50,Yes,No,No,No,No,Yes,No
515,2.63,Short,F,No,49,No,No,No,No,No,Yes,No
516,4.66,Medium,M,No,46,No,No,No,No,Yes,No,No
517,2.21,Long,F,Yes,29,Yes,No,No,Yes,No,No,Yes
518,6.38,Long,F,Yes,21,No,Yes,No,No,No,No,No
519,2.64,Long,F,Yes,53,No,No,Yes,No,No,Yes,No
520,9.39,Medium,M,No,48,No,Yes,Yes,Yes,Yes,Yes,No
521,5.73,Short,F,Yes,53,No,No,No,No,No,No,No
522,4.34,Medium,F,Yes,36,Yes,No,No,No,No,No,No
523,5.1,Long,F,No,47,No,No,No,No,No,No,No
524,2.38,Short,F,No,47,No,No,No,No,Yes,No,Yes
525,5.13,Short,F,Yes,28,Yes,Yes,No,No,No,Yes,No
526,5.99,Medium,F,No,29,No,No,No,No,No,No,No
527,3.29,Long,F,Yes,55,No,Yes,No,No,No,No,No
528,4.57,Long,F,Yes,23,Yes,Yes,No,Yes,No,No,Yes
529,2.87,Long,M,Yes,34,Yes,No,No,No,No,No,No
530,8.87,Short,F,No,32,No,No,No,No,No,Yes,No
531,4.79,Medium,M,No,52,Yes,Yes,No,Yes,Yes,No,Yes
532,6.71,Short,M,No,53,Yes,Yes,Yes,No,No,Yes,No
533,7.4,Short,M,No,48,Yes,Yes,Yes,No,No,Yes,No
534,6.29,Short,F,Yes,22,Yes,No,Yes,No,No,Yes,No
535,7.48,Medium,F,No,27,Yes,No,No,No,No,No,No
536,2.39,Medium,M,No,21,No,No,No,No,No,No,No
537,3.36,Short,M,No,21,Yes,Yes,No,No,No,Yes,No
538,7.33,Medium,F,No,21,No,No,No,No,Yes,No,No
539,8.15,Short,F,Yes,38,Yes,Yes,No,No,Yes,Yes,Yes
540,3.27,Long,M,Yes,26,No,No,No,No,Yes,No,No
541,9.46,Medium,F,Yes,31,No,No,No,No,No,No,No
542,5.62,Medium,M,Yes,33,No,Yes,Yes,Yes,No,Yes,Yes
543,5.9,Short,M,No,21,No,No,No,No,No,No,No
544,7.06,Short,M,No,38,No,No,No,No,No,No,No
545,7.81,Long,F,Yes,48,No,No,No,No,Yes,Yes,No
546,5.5,Long,F,No,54,No,No,No,No,No,No,No
547,4.26,Long,M,No,37,No,No,No,No,No,No,No
548,6.28,Long,M,No,38,Yes,No,No,No,No,No,No
549,5.12,Medium,F,No,30,No,No,No,No,Yes,No,No
550,4.6,Medium,M,Yes,23,No,No,No,No,No,No,No
551,6.44,Short,M,No,36,Yes,No,No,No,Yes,No,No
552,7.45,Long,F,Yes,52,Yes,No,No,Yes,Yes,No,No
553,3.2,Short,F,No,35,Yes,No,No,No,No,Yes,No
554,6.23,Medium,F,Yes,19,No,No,No,No,No,Yes,Yes
555,5.51,Medium,M,Yes,37,No,Yes,No,No,No,Yes,No
556,5.54,Long,F,No,34,No,Yes,No,No,No,Yes,No
557,2.85,Short,F,Yes,51,Yes,No,Yes,No,No,Yes,No
558,4.58,Long,F,Yes,34,No,No,No,No,Yes,No,No
559,2.19,Long,M,No,23,No,Yes,No,No,Yes,Yes,No
560,3.43,Long,F,Yes,40,Yes,No,No,No,No,Yes,Yes
561,6.45,Long,M,No,20,No,No,No,No,No,No,Yes
562,8.08,Medium,F,No,36,Yes,No,No,No,No,Yes,No
563,8.01,Medium,F,No,37,No,No,No,Yes,Yes,No,Yes
564,4.71,Short,M,No,47,No,No,No,No,No,No,No
565,2.82,Medium,F,No,22,Yes,No,No,No,Yes,Yes,Yes
566,4.53,Short,F,Yes,20,Yes,Yes,Yes,No,No,Yes,No
567,2.4,Long,F,Yes,27,Yes,No,No,No,No,No,No
568,7.51,Long,M,No,31,No,No,No,No,No,No,No
569,5.88,Long,M,Yes,25,No,No,No,No,No,No,No
570,4.44,Long,M,No,22,Yes,Yes,Yes,No,No,Yes,No
571,2.53,Long,F,No,41,Yes,Yes,Yes,No,No,Yes,No
572,3.44,Medium,M,No,45,Yes,No,No,No,No,Yes,No
573,9.81,Long,M,Yes,45,No,No,No,No,Yes,Yes,No
574,9.84,Medium,F,No,21,No,Yes,No,No,No,No,Yes
575,3.07,Medium,F,Yes,25,No,No,No,No,No,No,No
576,9.62,Long,M,No,50,No,No,No,No,Yes,No,No
577,6.42,Long,M,Yes,38,No,No,No,No,No,No,Yes
578,6.23,Short,F,No,41,No,No,No,No,No,No,No
579,5.96,Short,M,No,19,Yes,Yes,Yes,No,No,No,No
580,7.6,Short,F,Yes,44,No,Yes,Yes,Yes,Yes,Yes,No
581,2.68,Long,F,No,37,Yes,No,No,No,No,No,No
582,2.47,Medium,M,No,26,No,No,No,No,No,No,Yes
583,2.74,Medium,F,Yes,49,No,Yes,No,No,No,Yes,No
584,8.58,Long,M,Yes,34,Yes,No,No,No,Yes,No,No
585,2.18,Long,F,Yes,25,Yes,No,Yes,No,No,Yes,No
586,6.14,Long,M,No,33,No,No,No,No,No,No,Yes
587,6.45,Long,M,No,51,No,No,No,No,No,No,Yes
588,8.88,Medium,F,Yes,33,Yes,Yes,No,No,No,Yes,No
589,5.64,Short,M,Yes,50,No,No,Yes,No,No,No,No
590,6.77,Medium,F,No,21,Yes,No,No,No,No,No,No
591,5.67,Long,F,No,32,No,No,No,No,Yes,No,No
592,8.95,Medium,M,Yes,29,No,No,No,No,Yes,No,No
593,5.64,Long,M,Yes,42,Yes,Yes,Yes,No,Yes,Yes,No
594,5.68,Long,F,No,49,Yes,Yes,No,No,No,Yes,No
595,5.57,Medium,F,Yes,30,No,No,No,No,No,No,No
596,7.15,Short,F,Yes,25,Yes,Yes,No,No,No,No,No
597,2.33,Medium,F,Yes,28,No,Yes,No,No,No,Yes,Yes
598,2.87,Medium,F,Yes,35,No,No,No,No,No,No,No
599,3.69,Long,M,Yes,55,No,No,No,No,No,Yes,Yes
600,5.57,Short,F,Yes,49,No,No,No,No,No,No,No
601,9.65,Long,F,Yes,22,No,No,No,No,Yes,No,No
602,6.58,Long,F,Yes,52,No,No,No,Yes,No,No,Yes
603,4.85,Medium,F,No,27,Yes,Yes,No,No,No,No,No
604,2.2,Medium,F,No,28,No,Yes,Yes,No,No,Yes,No
605,5.93,Long,M,Yes,38,Yes,No,No,No,No,No,No
606,2.83,Short,F,No,31,Yes,No,No,No,Yes,No,No
607,4.55,Medium,M,No,46,No,No,No,No,No,No,No
608,7.29,Medium,M,No,39,No,No,No,No,Yes,No,No
609,3.44,Medium,F,Yes,42,No,No,No,No,Yes,No,No
610,5.27,Medium,M,No,44,No,No,No,No,No,No,No
611,2.71,Medium,F,No,37,Yes,Yes,No,No,No,No,No
612,4.94,Medium,M,No,27,No,No,No,No,Yes,Yes,No
613,5.4,Long,M,Yes,36,Yes,Yes,No,No,No,No,No
614,2.84,Long,M,No,35,Yes,No,No,No,No,No,No
615,3.21,Long,M,Yes,37,No,No,No,No,No,No,No
616,4.99,Medium,F,No,22,Yes,Yes,No,No,Yes,Yes,Yes
617,2.32,Long,M,Yes,26,No,Yes,Yes,No,Yes,Yes,No
618,10.04,Medium,M,Yes,28,No,No,No,No,No,Yes,No
619,7.27,Medium,M,No,38,No,No,No,No,No,Yes,No
620,5.67,Short,M,No,22,No,No,No,No,No,No,No
621,7.83,Medium,F,Yes,33,Yes,Yes,Yes,No,No,No,No
622,6.03,Long,F,No,46,No,No,No,No,No,No,No
623,6.98,Long,M,Yes,36,Yes,No,No,No,No,Yes,No
624,2.73,Medium,F,No,24,Yes,Yes,Yes,No,No,Yes,No
625,8.77,Long,F,Yes,42,No,Yes,No,No,No,Yes,No
626,7.41,Long,M,Yes,50,No,No,No,No,Yes,No,No
627,5.32,Short,M,Yes,28,No,No,No,No,Yes,No,Yes
628,8.84,Medium,F,No,32,Yes,No,No,No,Yes,No,Yes
629,6.86,Medium,M,No,38,No,No,No,No,No,No,Yes
630,6.97,Long,F,No,50,No,No,No,No,Yes,No,No
631,5.29,Long,F,No,32,Yes,Yes,No,No,Yes,Yes,No
632,4.71,Long,M,Yes,22,Yes,Yes,No,No,No,Yes,No
633,2.82,Long,F,Yes,39,No,No,No,No,No,No,No
634,3.44,Long,F,No,48,Yes,No,No,Yes,No,Yes,Yes
635,6.27,Medium,F,Yes,50,No,No,No,No,Yes,No,No
636,6.13,Long,M,Yes,53,Yes,No,Yes,No,No,Yes,No
637,5.83,Short,M,Yes,23,Yes,No,Yes,Yes,No,Yes,No
638,2.44,Medium,M,Yes,35,Yes,Yes,Yes,No,No,Yes,Yes
639,7.1,Short,M,No,54,Yes,Yes,Yes,No,No,Yes,No
640,8.53,Long,M,No,48,Yes,Yes,No,No,No,No,Yes
641,7.77,Medium,F,Yes,31,No,No,No,No,Yes,Yes,No
642,6.77,Medium,M,Yes,19,No,No,No,No,No,No,No
643,2.79,Medium,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
644,2.85,Short,F,No,33,Yes,Yes,No,No,No,No,Yes
645,8.08,Medium,F,No,40,No,No,No,Yes,Yes,No,No
646,3,Medium,F,Yes,35,No,No,No,No,No,No,No
647,4.35,Medium,M,Yes,29,No,Yes,No,No,No,Yes,No
648,8.58,Medium,M,Yes,32,No,Yes,Yes,No,Yes,Yes,No
649,2.55,Long,F,No,33,No,No,No,No,No,No,No
650,9.89,Medium,M,Yes,20,No,No,No,No,Yes,No,Yes
651,5.2,Short,F,No,31,Yes,Yes,No,No,Yes,Yes,No
652,9.9,Short,F,No,53,Yes,Yes,Yes,No,No,Yes,No
653,9.02,Medium,F,No,23,Yes,No,No,No,No,No,No
654,6.27,Long,M,Yes,52,No,No,No,No,Yes,No,No
655,4.17,Medium,F,No,45,Yes,No,No,No,Yes,Yes,No
656,4.14,Short,F,Yes,32,No,No,Yes,No,No,No,No
657,9.32,Long,F,Yes,49,No,No,No,Yes,No,No,No
658,5.5,Long,M,Yes,44,No,Yes,No,No,No,Yes,No
659,8.19,Long,F,No,38,No,Yes,No,No,No,Yes,No
660,3.35,Long,M,No,23,No,No,Yes,No,No,Yes,No
661,5.15,Long,M,Yes,26,Yes,No,Yes,No,No,Yes,Yes
662,5.95,Medium,F,Yes,52,Yes,Yes,Yes,No,No,Yes,No
663,8.84,Medium,F,Yes,38,No,No,No,Yes,No,No,No
664,3.57,Medium,F,No,37,No,No,No,No,Yes,No,No
665,6.31,Long,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
666,7.52,Long,F,No,56,No,No,No,No,No,No,No
667,6.11,Long,F,No,40,No,No,No,No,Yes,No,No
668,3.08,Long,F,Yes,26,Yes,No,No,Yes,No,No,No
669,5.52,Long,F,No,32,No,Yes,No,No,Yes,Yes,Yes
670,3.41,Long,F,No,25,Yes,No,Yes,No,Yes,No,No
671,5.18,Medium,F,Yes,24,No,No,No,No,Yes,No,No
672,9.1,Medium,M,No,32,No,No,No,No,No,Yes,No
673,4.33,Medium,M,Yes,30,No,Yes,No,No,No,Yes,No
674,5.86,Medium,M,Yes,50,No,Yes,No,No,No,No,No
675,3.95,Medium,M,No,34,No,No,No,No,No,No,No
676,5.69,Long,M,Yes,32,Yes,Yes,Yes,No,Yes,Yes,No
677,8.35,Long,M,No,39,Yes,Yes,No,No,No,No,No
678,8.28,Short,F,Yes,50,No,No,No,No,Yes,No,No
679,6.75,Medium,F,No,41,No,No,No,No,No,No,No
680,7.02,Short,F,No,34,Yes,No,No,No,No,No,No
681,8.58,Medium,F,No,47,No,No,No,No,No,No,No
682,7.04,Medium,M,Yes,29,No,Yes,No,No,No,Yes,No
683,3.03,Medium,F,Yes,26,Yes,Yes,Yes,No,Yes,No,Yes
684,7.65,Long,F,No,21,No,No,No,No,No,No,Yes
685,6.69,Short,F,Yes,21,No,No,No,No,No,No,No
686,9.19,Long,F,No,30,No,No,No,No,No,No,No
687,8.53,Long,M,No,40,Yes,No,No,No,Yes,No,No
688,7.35,Long,M,No,23,No,Yes,No,No,No,Yes,No
689,8.08,Medium,M,No,20,No,No,No,No,No,No,No
690,8.21,Long,F,No,23,No,No,No,No,No,No,No
691,3.59,Medium,F,Yes,43,Yes,No,No,No,Yes,No,No
692,7.48,Long,F,No,52,No,No,No,No,No,No,No
693,8.31,Long,F,No,39,No,No,No,No,No,No,No
694,6.09,Short,M,Yes,40,Yes,No,No,No,Yes,No,No
695,4.64,Short,F,No,51,Yes,No,No,No,No,No,No
696,6.15,Medium,F,Yes,25,No,No,No,No,No,No,No
697,7.79,Medium,F,Yes,37,Yes,Yes,No,No,No,Yes,Yes
698,2.43,Long,M,Yes,23,No,No,No,No,No,No,No
699,8.09,Long,F,Yes,37,Yes,Yes,No,No,No,Yes,No
700,6.21,Medium,M,Yes,35,No,No,No,Yes,Yes,Yes,No
701,2.09,Medium,M,Yes,43,Yes,Yes,No,No,No,Yes,No
702,7.49,Medium,F,Yes,19,No,No,No,No,No,No,No
703,4.18,Short,M,No,28,No,No,No,No,No,Yes,No
704,6.19,Long,M,No,20,Yes,No,No,No,No,No,No
705,9.12,Medium,F,Yes,34,No,No,No,No,Yes,Yes,Yes
706,6.78,Long,F,Yes,47,No,No,No,No,No,No,Yes
707,7.3,Medium,F,Yes,30,No,No,No,No,No,No,No
708,4.58,Long,M,Yes,21,Yes,Yes,No,No,No,Yes,No
709,7.05,Short,F,Yes,52,Yes,No,No,No,Yes,Yes,No
710,9.62,Long,M,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes
711,4.37,Long,F,No,52,Yes,No,No,No,No,Yes,No
712,7.36,Long,F,Yes,30,No,No,No,No,No,No,No
713,9.3,Medium,F,Yes,50,No,Yes,Yes,No,No,Yes,No
714,8.15,Medium,M,Yes,40,Yes,No,Yes,No,No,Yes,No
715,9.07,Long,F,No,50,No,No,No,No,No,No,No
716,6.87,Short,F,Yes,50,Yes,Yes,Yes,No,No,Yes,No
717,5.16,Medium,M,Yes,45,Yes,No,No,No,No,No,No
718,3.1,Long,M,Yes,43,No,No,No,No,No,No,No
719,3.82,Medium,M,No,29,No,No,No,Yes,No,Yes,No
720,5.6,Long,F,No,50,No,No,No,No,No,No,No
721,2.42,Medium,M,Yes,35,Yes,Yes,No,No,No,No,No
722,4.62,Medium,F,No,26,Yes,Yes,No,No,Yes,Yes,No
723,6.52,Long,M,No,49,No,No,No,No,No,Yes,No
724,4.27,Medium,M,Yes,53,No,No,No,No,No,No,No
725,8.3,Medium,M,Yes,56,No,No,No,Yes,Yes,No,Yes
726,7.3,Medium,M,Yes,49,No,No,No,No,No,No,No
727,3.46,Long,F,No,43,No,No,No,No,No,Yes,No
728,5.13,Medium,F,No,48,No,Yes,Yes,No,No,No,No
729,9.34,Long,F,No,37,Yes,No,No,No,Yes,Yes,No
730,9.85,Short,F,No,25,No,No,No,Yes,Yes,No,No
731,3.03,Medium,M,No,28,No,No,No,No,No,No,No
732,3.72,Medium,F,No,30,Yes,Yes,No,No,No,Yes,No
733,5.6,Medium,F,Yes,45,Yes,No,No,Yes,No,No,Yes
734,7.06,Medium,M,Yes,21,No,Yes,Yes,No,No,Yes,No
735,3.32,Medium,F,No,25,No,No,No,No,No,Yes,No
736,5.6,Medium,M,Yes,21,No,No,No,No,No,No,No
737,7.05,Short,M,Yes,35,No,Yes,No,Yes,Yes,Yes,No
738,4.75,Medium,F,Yes,38,Yes,Yes,Yes,No,No,Yes,No
739,8.85,Long,M,Yes,30,Yes,No,Yes,No,No,No,No
740,7.83,Short,F,Yes,29,No,No,No,No,No,No,No
741,3.47,Long,F,Yes,52,Yes,Yes,Yes,No,No,Yes,No
742,5.92,Short,M,Yes,21,Yes,No,No,No,Yes,No,No
743,2.67,Long,F,Yes,32,No,No,No,No,No,No,No
744,7.64,Long,M,No,39,No,No,No,No,No,Yes,No
745,7.65,Medium,M,No,53,No,No,No,No,No,Yes,No
746,3.8,Long,F,Yes,46,No,Yes,Yes,No,No,Yes,No
747,6.91,Long,M,No,55,Yes,No,No,No,Yes,No,No
748,8.19,Medium,M,No,50,No,No,No,No,Yes,No,No
749,2.72,Medium,M,Yes,52,No,No,No,No,No,No,No
750,5.49,Long,F,Yes,22,No,No,No,No,No,No,No
751,3.84,Long,F,Yes,31,No,No,No,No,Yes,No,Yes
752,6.53,Long,M,Yes,33,No,No,No,No,No,No,No
753,6.53,Short,M,Yes,35,Yes,No,No,No,No,No,No
754,2.57,Long,F,Yes,42,Yes,No,No,No,Yes,No,No
755,2.44,Long,F,Yes,43,No,No,No,No,No,No,No
756,9.42,Long,M,Yes,42,Yes,No,No,No,No,Yes,No
757,3.74,Medium,M,No,32,No,No,No,Yes,No,No,No
758,5.24,Medium,F,No,35,Yes,No,No,No,Yes,No,No
759,2.33,Long,M,Yes,27,Yes,No,No,No,Yes,No,No
760,7.92,Long,F,Yes,37,Yes,Yes,Yes,Yes,No,Yes,Yes
761,7.64,Medium,M,No,30,No,No,No,No,No,No,No
762,8.98,Medium,M,No,35,No,Yes,No,No,No,Yes,No
763,6.11,Short,M,Yes,54,No,No,No,No,No,No,No
764,3.74,Long,F,Yes,39,Yes,No,No,No,No,No,No
765,9.65,Short,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
766,8.66,Medium,F,Yes,47,Yes,Yes,No,No,No,Yes,Yes
767,5.98,Medium,M,Yes,49,Yes,Yes,Yes,No,No,Yes,No
768,4.61,Long,F,Yes,31,No,No,No,Yes,Yes,No,Yes
769,8.65,Medium,F,No,36,Yes,No,Yes,Yes,No,Yes,Yes
770,10.08,Medium,F,No,34,No,No,No,No,Yes,No,No
771,6.82,Short,F,No,44,Yes,No,No,No,No,No,Yes
772,8.95,Short,F,No,33,Yes,No,No,No,No,No,No
773,7.97,Short,M,No,24,Yes,No,No,No,Yes,No,Yes
774,2.24,Medium,F,No,18,Yes,No,No,No,No,No,No
775,7.87,Medium,M,No,29,No,No,No,No,Yes,No,No
776,2.08,Medium,M,Yes,51,No,No,No,No,No,No,No
777,2.11,Long,F,No,31,No,No,Yes,No,Yes,No,No
778,7.25,Medium,F,Yes,52,Yes,No,No,No,No,No,No
779,2.69,Long,M,No,33,No,No,No,No,No,Yes,No
780,2.99,Medium,F,Yes,26,Yes,Yes,Yes,No,No,Yes,No
781,7.11,Medium,F,Yes,29,No,No,No,Yes,No,No,Yes
782,7.53,Medium,F,No,41,No,No,No,No,No,Yes,No
783,4.39,Medium,M,No,47,No,No,No,No,Yes,No,No
784,8.29,Long,M,Yes,47,No,No,No,No,Yes,No,No
785,2.7,Medium,F,Yes,42,Yes,No,No,No,Yes,No,No
786,5.94,Long,F,No,44,No,Yes,No,Yes,Yes,Yes,Yes
787,2.34,Short,M,No,44,No,Yes,No,No,No,Yes,No
788,9.67,Long,M,Yes,44,No,Yes,No,No,No,Yes,No
789,7.86,Long,F,Yes,35,Yes,Yes,No,No,No,Yes,No
790,3.39,Long,F,No,44,Yes,Yes,No,No,Yes,No,No
791,2.51,Long,F,No,21,No,No,No,No,No,Yes,No
792,7.4,Medium,M,No,54,No,No,No,No,Yes,No,No
793,6.94,Medium,M,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes
794,5.13,Medium,M,Yes,46,No,No,No,No,No,No,No
795,2.89,Medium,F,No,24,No,No,No,No,No,No,No
796,6.4,Short,F,No,32,No,No,No,No,Yes,No,No
797,5.09,Short,F,No,48,No,No,No,No,Yes,No,No
798,9.69,Short,M,Yes,19,No,No,Yes,No,No,Yes,No
799,9.18,Medium,F,No,33,No,No,No,No,Yes,No,No
800,6.99,Long,F,No,51,Yes,No,No,No,No,Yes,No
801,4.05,Short,M,No,30,No,No,No,No,Yes,No,No
802,4.14,Short,M,No,39,No,No,No,No,Yes,No,No
803,9.24,Medium,F,Yes,23,No,No,No,No,No,No,No
804,7.86,Medium,M,No,28,Yes,Yes,Yes,No,Yes,Yes,Yes
805,7.84,Long,F,No,32,Yes,Yes,No,No,No,Yes,No
806,4.44,Medium,M,Yes,54,Yes,No,No,No,No,No,No
807,7.69,Medium,F,Yes,43,No,No,No,No,No,No,No
808,9.76,Long,F,Yes,23,No,No,No,No,Yes,No,No
809,7.05,Long,F,No,39,No,No,No,No,No,No,No
810,7.66,Long,M,No,26,Yes,No,No,No,Yes,Yes,No
811,2.66,Long,F,Yes,31,No,No,No,No,No,No,No
812,7.8,Short,F,No,32,No,Yes,No,Yes,No,No,No
813,6.12,Medium,M,Yes,39,No,No,No,No,Yes,Yes,No
814,8.02,Medium,M,No,31,No,Yes,No,No,No,Yes,No
815,6.9,Long,F,Yes,41,No,No,Yes,No,No,No,No
816,3.96,Long,M,Yes,31,Yes,No,Yes,No,No,Yes,No
817,6.94,Long,F,No,44,No,No,No,No,No,Yes,No
818,5.17,Short,F,No,31,Yes,Yes,No,No,No,Yes,No
819,5.23,Long,F,No,24,No,No,Yes,No,No,No,No
